2024-07-28,219,0,3,,노스탤지어 토레스 급여 다이어트 라드,중거리 시즌 숙원 중거리  LN  중거리 블라인드 오른쪽 가성 비가 LN 금카
2024-07-28,186,2,2,칙임,VIDEO PLAYERVIDEO 태그 지원 브라우저 상대 주공 피에로 금카 주공 단일 태클 PK 시발 심판 패기 무야 수비 체형 피지 속도 구로 과금,아무것 반칙  EA 심판 AI 포기 드리블 상태 경합 상황 지랄
2024-07-28,179,0,3,시세 , 과금 BP 시세 원리,시세 보통 과금 소액 역전 선수 보상 선수팩 대량 보통 선수 일시적 가격   그때
2024-07-28,228,0,5, 과금 금카,가격 형성 과금,신규 시즌 금카 기회  가격 형성 확률 금카 딸깍팩   패키지 이름
2024-07-28,350,2,0,무과금 현역 꼬마 도달,다음 조금,
2024-07-28,1730,5,2, 버닝 이벤트 무과금 ,계정 정리 무과금 체감 장난,금카 은카
2024-07-28,204,6,11,과금 결과,구단 배율 스트레스, 계정 음경 배율 프렌치 설탕물 희석 젤리 아보카도 돈까스 데이
2024-07-28,227,2,1,수집가 LH 바우 영입 성공, 주공 바우 영입 성공 가격 차이 나지 금카 적용 자랑 악마 왼발 일품 수집  무과금  무과금  이하 영입 알파 고액 영입 구한 카드 선수 애정 사용 수비 가성비 사용,
2024-07-28,673,2,1,꼬마,일전 과금 어제 강화 데이 마음 야수 심장 욕심 급여 여로 급여 고민,오우
2024-07-28,319,4,2, 멤버쉽 과금,짤짤이 금카 강화,전설  공포 동시 메시
2024-07-28,651,5,3, BP, 총합 BP  총합 BP  과금 패스 구매 버닝 대리,알뜰
2024-07-28,160,0,1,,갈도 월드컵 과금,월드컵
2024-07-28,73,1,5,,RX 부산 과금,사양 지역 서울 부산 화면 지역 문제 전주 학교 한번 기본 사이 서울 고사 지방
2024-07-27,803,7,6,계정 정리,마인츠 라이트 KFA 자산 토츠 금카 구매 경험 나중  라인 사지 기원 공경 전부 승리 기원 강화 기원 과금 대박 기원, 정리 처분 시세 참고 도움 주라 정리  도움 마니 도움 도움 다행 
2024-07-27,1582,13,10,입대 과금,  빠칭코 토츠 힌트 마지막  힌트 SSS  소리 상자 유로 금카 FC  주기 카드 카드  눈물  근처 비밀 버닝 SSS BP 누적 작년 군대 과금 마지막 마지막  과금  행복,입대 축하 입대 조심 마세 건강 해군 육군 방인 중요 조심  금방 가요 전역  과금
2024-07-27,234,1,6,과금 VS 이벤트, 세일 나름 고점 중간 사서 완성 키퍼 부족  쿠폰 열흘   이벤트,과금 배율 부족 투아 투아  계산   쿠폰  부족 도자 스타 가격 
2024-07-27,112,0,2,BP  계정,작년 해킹 과금  BP 계정 사서,여유 한데 신규 버닝 참여 직접 디 조언 
2024-07-27,1115,1,0,새끼,과금 복귀 브라질 자원 이랑 수행 평가 부탁,
2024-07-27,255,0,7, 과금 효율,FC 빠칭코 ,금고 사도  효율 금고 이득 다음달 나흘 과금 효율 차이 별차 금고
2024-07-27,76,2,2, 시작 차인 과금 ,만원 과금  건강 소비  과금  양심 ,구단  
2024-07-27,547,0,8,대량 과금 빠칭코,,딸깍팩 딸깍팩 이름 열쇠 개수 상자 화이트 블랙 도박 안전 문제 딸깍팩 효율 딸깍팩 이름 블랙 고점 화이트  FCVALUE  은메달 상자 금메달 금메달 만원 은메달 상자  BP 고정 블랙 화이트 취향 블랙 확률 BP 화이트 BP 블랙
2024-07-27,23,0,0,템 기록,과금 무엇 ,
2024-07-27,99,0,5,선생님 쿼드 ,  과금,과금 보통  서민 순수 이벤트 인플레 그동안 해오 신분 5-8 1-2 신분 하루 보통  감독모드 이벤트 버닝 특수 이벤트 시세 고점 시세 차익      설명 
2024-07-27,1518,18,5,TY 호날두 금카,과금 ,SIU 과금 강화 BUT SIU 과금 한도
2024-07-27,230,1,3,마지막 과금 딸깍팩,안전 은메달 상자,BP 배율 블랙 지옥 화이트 은메달상자
2024-07-27,1159,0,2,FC 효율적,메달리스트 패스 상자 비밀 소 FC 밸류 확인 과금 고수,패스 패스 구매 패스 상자 FC 본거
2024-07-27,182,1,4,정무 사랑,시발  단위 버닝  과금   재화,경찰서 사랑
2024-07-27,934,2,5,이의 버닝 대리 유료,,   
2024-07-27,467,5,7,과금 과금, 메타  과금 거지 과금  이득 분위기 무과금 이득,개인적 이벤트 획득 금액  과금  무과금   고사   인생 강화 망일 대체  축구 계속 할거 본가 시리즈 커리어 유통 기한  온라인 계속 병행 서버 내주 본가 본가  온라인
2024-07-27,467,5,7,과금 과금, 메타  과금 거지 과금  이득 분위기 무과금 이득,개인적 이벤트 획득 금액  과금  무과금   고사   인생 강화 망일 대체  축구 계속 할거 본가 시리즈 커리어 유통 기한  온라인 계속 병행 서버 내주 본가 본가  온라인
2024-07-27,1893,-11,6,버닝 결과, 무과금  쓸데,형님 방송  범위 타인  버닝 비추 가난 피갤 선생님
2024-07-27,136,0,0,금카 선수, BP 패키지 위주 과금 시세,
2024-07-27,782,7,9,소신 발언  버닝 이벤트 보상,과금 효율 버닝 이벤트 발전 ,고객 말대꾸 패키지 고객   프로 정무  대가리 순간 피접  의욕  대충 이벤트 
2024-07-27,345,0,3, 과금,가요,패스 금고 패스 금고 소
2024-07-27,695,1,10,무과금  포기 버닝 효율 쓰레기 과금 효율,버닝 과금 성 소과금  버닝 쓰레기 과금 유도,발사대 무과금 소과 금은  과금 버닝 유머  버닝 쓰레기  투자 BP 과금 소과금  방도 과금 아무것  버닝 자로 재난 지원금 시세 과금 비율 버닝   의미  문제 상위 구단 서민 구단 차이 버닝 대박 초대  상위 구단 선수 하나 가격 안됨 결국 어중간 가격 카드 수요 가격 상승 시세  버닝 보상   
2024-07-27,695,1,10,무과금  포기 버닝 효율 쓰레기 과금 효율,버닝 과금 성 소과금  버닝 쓰레기 과금 유도,발사대 무과금 소과 금은  과금 버닝 유머  버닝 쓰레기  투자 BP 과금 소과금  방도 과금 아무것  버닝 자로 재난 지원금 시세 과금 비율 버닝   의미  문제 상위 구단 서민 구단 차이 버닝 대박 초대  상위 구단 선수 하나 가격 안됨 결국 어중간 가격 카드 수요 가격 상승 시세  버닝 보상   
2024-07-27,1220,0,2,과금 추천,BP 상자 소 빠칭코 올인원 패키지  필요,BP 빠칭코 배율
2024-07-27,352,3,13,,유료  차감 일주일  오랜만,지방 청담  일주일 유로  차감 거지 이해  수법 알바 라면 관리 손님   이용    차감 개꿀 나도 유료 차감    차감  동안
2024-07-27,208,0,0,,과금 포기,
2024-07-27,252,2,5, 저녁 과금,중고 게이 노트북 사기,노트북 구매 실망 디지몬 죽여 승승장구 디지몬 기 디지몬 RPG 디지몬 마스터 디지몬 슈퍼 디지몬 배신
2024-07-27,288,7,5,,무과금  강화 강화 버닝 공짜 성공 금카 조라 재료비 투자 도전 예전 강화 이후 최고 금액 버닝,축하 강심장 대박 다이렉트
2024-07-27,2610,5,3,금카 오버,리버풀 아약스 CF 자리 고민 해결 이름 리트 어제 과금 수아레스 무엇 패치 적용 물건 침투 ZD 벤츠 파트너 전술 RF 자리 수비 완벽 메시 이마 혼자 오우 수지 계획 변경 우리팀 리트 리트 평생 가자,사요 안사 CC 리트 가격
2024-07-27,285,6,4,수준,그전 과금 시작 레알 인증,레알 구단 MC 오너  처리 정지 레알 다라
2024-07-27,855,0,5,과금 고수 형님 ,MDL 시세 조대 MDL 오버 대비 모레 고민, DC 금카 팔리
2024-07-27,240,1,4,복귀,레스터 복귀  저세상  과금 시작 선수 가격 단위 엄두,금은 패스  멤버쉽 패스 예전 예전 효율 
2024-07-27,92,1,3, 온라인 복귀 가요,무과금 이벤트,무과  이벤트 하루 
2024-07-27,752,0,13,버닝, 예전  충전 유료  충전 KIDKEYLOCK 다운 검색 사용법  카운터 , 야간 무인 운영   수정 어제 저녁 접속 감독모드 런닝 트리밍 헤드셋 키보드 근처 새벽 대 중요 본체 정치 위험 본체 카운터 앞자리 선정 튜브 생로병사 비밀  안건 본체 제어판 전원 버튼 잠금 화면 잠금   종료 뚫림 화면 튜브 주식 영상 하나
2024-07-27,238,0,3,알파거래 선수 상한가 ,하한가 가격 ,보통 상한가  고가 금카 하한 알파 매물 애초 상한 잡음
2024-07-27,123,0,0,과금 고민 결정 장애,평소  매물 빠칭코 이후 멤버쉽   구매 고민,
2024-07-27,330,0,0, BP SSS 버닝, 총합 BP  총합 BP  과금 패스 구매 버닝 대리,
2024-07-27,137,0,2,금카 강화 고민,BP  금카 필요 무과금 강화  모험 토리노 당장 매물 상황 BP HW 블라 새끼 가격 WC 시즌 업그레이드 로만 만족,  버닝 트로피 강화 사실
2024-07-26,257,7,7,과금,팔고 강화  과금 보장, 선생님  
2024-07-26,697,0,3,사면,각오 과금,갱신  시세 
2024-07-26,32,0,5,안녕 하세 ,오랜만 복귀  복귀 과금,이하 금고  큰집 고점 차이 럭스 인원 일주일  패스 필수   열쇠 블랙 화이트 상자 여시 비추
2024-07-26,201,1,7,  과금,BP, 사이  FCVALUE  GENERAL-PRODUCT 은메달상자 패키지
2024-07-26,212,0,1, 과금 복귀,레알 제마  필요  ,금고 이용
2024-07-26,256,1,1,강화 데이,  과금,
2024-07-26,78,2,0,과금 못가, 가시,
2024-07-26,105,3,0,  심보,서민 사용 카드 과금 금카 로사 금카 오비,
2024-07-26,502,1,0, BP, 총합 BP  총합 BP  과금 패스 구매,
2024-07-26,316,2,0,다음 라이브퍼포먼스,라이브퍼포먼스 BP 소멸 과금 유도 대,
2024-07-26,1140,0,2, 신규 계정 과금 추천,계정 신규 구단,과금 게다 신규 패스  원래 별거 이득
2024-07-26,241,5,1,포도 과금,인증 복사,규의 시대
2024-07-26,213,0,4, ,무과금  구성 포지션 내외 방탄 금카  금카 가격 투자 ICON 리트 은카 거품 구단 절반,공미 나머지 해결  ICON 리트 은카 감안 ICON LN 이정  추석
2024-07-26,244,10,4,,동안 내가 공격 수중 최고,조루 단지 닉네임 심상 공제
2024-07-26,653,2,1, 패스 ,패스 BP FC  패스 소과 금은  고민,FC
2024-07-26,599,1,0,,현실 과금 후자,
2024-07-26,881,5,3,과금 기념 호우 강화,,
2024-07-26,419,4,25,,무과금 ,현역 토트넘 추천 이요 황금 토츠 후반 추천 현역 보너스 의미 현역 응원 수라 포르투  매물 추천 확인 인기 예전 선수 시즌  주류 하나 해보 중지 스톤 빌라 빌라  응원 한데 꼬마 ATM 현역 예전 레알  응원 레알 레알 한지 현역 유니폼 응원 크리스탈 리스  시즌 단일 선수
2024-07-26,393,0,1, 과금 대세,올인원 악평,
2024-07-26,163,0,2,가격 변동,배율 만족  과금 ,배율 가야 배율 가격 가도 
2024-07-26,932,4,4,능지 상승 패스 사고 과금,유니폼,요거 아디다스 블록 어로 데일리
2024-07-25,671,-20,7,완성 마지막 과금 은메달 상자 상자,마지막 과금 ,  
2024-07-25,252,-33,6, 온라인 마지막 과금  열쇠 상자 블랙 은메달 상자 상자 개봉 ,하나쯤 구매 블랙 은메달 상자 금카 기대치 UP 결국,BP 행복  빠칭코 열쇠 빠칭코 마지막 
2024-07-25,196,1,0, 패키지 과금 금카,매물,
2024-07-25,64,1,0,마지막 과금 , 아까  FC 선수 패키지 추천 부탁,
2024-07-25,1318,1,8,과금 효율 배율,만원,고배율 계산법 간만 과금 대박 기분 선수 올인원 할인
2024-07-25,150,0,0,유로 금카  ,과금,
2024-07-25,329,0,3,과금,거래량 하한 매물 팔고 과금,화이트 상자 열쇠 유감
2024-07-25,624,0,1,큰집 VS 은메달 상자,과금 승부 방임,은메달 상자
2024-07-25,62,0,1,UT,과금 이틀 동안 팔리 컬러,갱신 갱신
2024-07-25,313,1,1, 상태 빠칭코 금고,과금  빠칭코 상태,빠칭코
2024-07-25,1550,1,1,소 VS VS 대 추천,비밀 대 비밀 비밀 소 복귀 과금 FC   대 중소 과금,계산 주신 소
2024-07-25,55,0,0, 소한 과금 패스,당장 필요 패스,
2024-07-25,246,0,1,과금 뮌헨, 뮌헨 사기 뮌헨 현역 보임 고민,도리
2024-07-25,337,0,5,패스 상자 이득,과금,TC 필요 패스  금고  금고  당장 패스 금고 상자 선수팩 이득 한데 금고 ICON 가여 패스 상자 세트 토츠 은카 확률
2024-07-25,309,0,1,과금,BP,
2024-07-25,645,1,6,패키지 과금,상품권 상도,금고 도리 점검 사실 무엇 이득 무엇 무엇  안녕 단위 본적
2024-07-25,257,0,2,과금 선택,VS 대,고민
2024-07-25,541,3,0, BP, 총합 BP  총합 BP  과금 패스 구매,
2024-07-25,388,2,1,카타르 무과금  희망,,선생님
2024-07-25,201,1,6,레알 유니폼 토츠 선택지,무과금 부캐 레알 음바페 음바페 최근 시즌 FC 오버 랜드  유니폼 라이스 토츠 중거리 하자,유로 라이브퍼포먼스 성 토츠 결승 반영 가격 토츠 유로 유로 고민 가격 결승 라이브퍼포먼스 거품
2024-07-25,256,0,1,과금,패스 패스 과금,합리적 소비
2024-07-25,847,3,4, 경기장 어두움,패치  경기장 경기장 라이트 과금,밝기 올림  그래픽 만원
2024-07-25,3544,1,6, 과금,FC 필요시 소액 추가 과금 복귀  맞춤 상품 데이 패스 FC 과금 가이드 주라,BP BP 금고 대자 맞춤 상품  맞춤 BP 조언
2024-07-25,2111,0,9, 과금 효율 BP, 과금 효율 BP 빠칭코 패키지 BP BP 상자,금고 안전 BP 상자 큰집 중과금 빠칭코 과금 딸깍팩 빠칭코 딸깍팩 상자 은메달상자 교환 금고 정배 금고 효율 안됨 BP 로만 확률
2024-07-25,300,0,5,BP ,BP    과금, BP  BP 
2024-07-25,1570,0,4,과금 스톱,고민,BP 필요 스톱 정답 BP 필수
2024-07-25,1622,4,5,과금,,어우 특별 할인
2024-07-25,1829,1,2,과금 BP,시세,프로  가여
2024-07-25,218,1,0,패스 소과금 입장,이벤트 패스  안정적 욕심,
2024-07-25,209,0,0,딸깍팩,과금  안해,
2024-07-25,2788,3,13,과금 상품 업데이트,,금은 금은  메달 시즌 메달 장난질 준비 완료 쿠폰 메달 시즌 적용 메달  메달 금은 동이 딸깍팩 고침 패스 추가 패스 집상 자야 쿠폰 대 딸깍팩 큰집 작은집 재미 고정
2024-07-25,220,0,1,수아레스 신규 시즌,방탄 주고 과금,대장
2024-07-25,995,1,3,신규 시즌,메시 차비 CC 금카 메시 대갈 예상 지옥 갈수 ,메시 선생님 급여 나도 상황 금은 
2024-07-25,212,0,3,오버 ,브라질 과금, 방금 처음 공지 사항
2024-07-25,3386,5,16, ,,레알 레알 자유 맨시티 어웨이  애초  자기 할거  대세 블록 코어 안해  신경  유니폼 어제 인천 유니폼  인천  온라인  기용 신경
2024-07-25,76,0,1, 과금 딜레마,과금 효율 신규 시즌 구단,구단 속도
2024-07-25,255,2,6,토츠,부캐 무과금 커브 예감 따리 메시 메시 체감 메시 하위 호환 ,비추 하루 왼발 원탑  스타일
2024-07-25,226,2,0,다음주 빠칭코 초기화 동안 딸깍팩,시즌 과금 유도 딸깍팩,
2024-07-25,2151,3,7, 과금,영진 불매 운동 사건 과금 이벤트 참여 구단 소리  감독모드 FC 패스 ,금하 강요 운영 진이 실적 불가  판교 회사 재직 등대 본적 대기업 엘리트   엔드 전달 구단 초초 특이 매물  모두 변동 스트레스 필요 구단 고점 중간 이하 수집 상관 마지막    멤버쉽 매몰 비용 신규 시즌 선수 과금 만족 처음 과금 이적시장 신규 시즌 박해 차액  과금 금하 패키지 과금 기본적 거지 상황 혈압
2024-07-25,265,5,18,장갑 새끼 금카 판매 ,동네 장터 알파 상한,하한 본체 장갑 알제리 사서 맨시티 FC 그릴리  중반 어우 가격 팔고 그릴리 FC 고민  가격 가격 타이밍 구매    감독모드 판매 슈팅 작살 맨시티 매물 맨시티 그릴리 가게  머리 감독모드 고점 시티 최고 카드 하지 상위 등급 카드 구매 추천 BP 위안 센터 며칠 고민 선수 맨시티 자원 금카 가성비 추천
2024-07-24,578,0,4,FC 과금,FC 거중 무엇,패스 언제쯤
2024-07-24,205,1,0,무과금,TLQKF,
2024-07-24,34,0,0,아우 ,BP ,
2024-07-24,361,1,0, 구단, 과금 구단 제자리,
2024-07-24,137,1,1,과금 패치 이후,복귀 과금 고민,내일 패키지
2024-07-24,605,2,2, BP, 총합 BP  총합 BP  과금 패스 구매,주라
2024-07-24,494,0,4,과금,,패스 패스 내일 패스
2024-07-24,755,0,5,ICON 필수,ICON 한데 상황 ICON 마테 후보 강화 ICON 선수 유지 과금 선수 정리 상황, 무리 유지 ICON 현실
2024-07-24,3254,8,8,키보드  쿼드 달성,과금 재미 공경 넥스트 필드 실력 말뚝 어제 첫판 순간 무언가 깨달음 전술 결과 직선 도로 혹시나 포메이션 기본 특징 기본적 활용 역습 강점 지공 삼각 패스 활용 공격 풀백 오버 빈약 선수 특성 오버 역습 자동문 축구단 완성 상대 중앙 견고 압박  LCM RCM 침투 사이드 공간 활용 풀백 QS SQ 활용 전개 수비 CAM 사이드 가짜 공격수 아래 유사 형태 수비 수비 타이밍 전방 압박 여의 커서 사이드 방어 QQ 수비 상시 수비 설명 수비 숫자 부족 비컨 보완 지도 전술 패스 금액   작성 전술 참고 공경 포메이션 유행 주류 전술 신선 두서,퇴근  성향 보통 가요 성향 보통 복사   경기 조금 계속 수정 전술 복사  가요  경기 조금 계속 수정 전술
2024-07-24,245,1,2,포르투 극한 무리 포르투,포르투  핫이슈 과금 새끼 시즌,시즌 나중 커스텀 커스텀 팔고
2024-07-24,1248,5,8,무과금 현역 대비,결심,요리 경기 걱정 제외 현역 다이어  시즌 다행 돌파 반지하 생활 청산 풀백  포로 쓰기 흰색 피지 크로스
2024-07-24,216,3,10,무과금 평가,안녕 하세 퇴근  BP  뮌헨 하려 두개 평가 부탁 거지,레알 레알 BP 고민 옛날 개비 레알 성능 레알 의견   아래 차이 성능 AI 레알 AI  부분 
2024-07-24,1186,1,2,SIU,여기저기 과금 결과 한방,금카
2024-07-24,447,3,3,무과금 일주일 ,BP 선수 BP 선수팩 BP 획득,멤버쉽 보가 자일 수도 선수 귀속 
2024-07-24,329,6,6,대가리 봉합 시세 과금,과금 시세 지네 시발 구단 보존 과금 결과 과금 구단, 과금 기가 타임 보시 과금 시세 과금
2024-07-24,619,2,10,,고수,목요일  빠칭코 일반 BP  오우 동생 일반 보상 등록 절대 
2024-07-24,217,1,3,과금 ,, 기본
2024-07-23,4555,19,7,이벤트  이해,알파 구걸 가입  곱절, 이해  관심 사지 주실 주세 하한  주세 도시 전설 사지 알파
2024-07-23,316,3,3,정무 오버 올리고 평균 구단 올리고 카드 보상 과금 빠칭코 가격 판수 보상 트레이드,거래량 한자리 하한가 매물 수백억 조건 금액 불꽃 스파크,스페셜 트레이 하루 최대 목요일 점검 상시 임시 이벤트
2024-07-23,189,2,4, 서버 요일, 서버 요일  주말 토요일 일요일 서버 점검 직후 목요일 월요일 수요일 화요일 금요일,정보 리그 모드 가야  요일
2024-07-23,413,1,10,그래픽카드,머지 사태 용팔이 환장 조합  결제,일인 가요 형님 설명 최근 조립 본체 사세 공격적 마케팅 몸집 과정 부채 판매자 구매자 사이 판매 대금 지급 도산 판매자 VS 구도 개악 양아치 판매자 구매자 환불 책임 전가 오우 설명  용팔이 악질 악질 상상도 어우 단위 형님 다행 티슈 다행 고기 구매 출발 취소 현명 청년 어제 냉면 출발 다행 청년
2024-07-23,413,1,10,그래픽카드,머지 사태 용팔이 환장 조합  결제,일인 가요 형님 설명 최근 조립 본체 사세 공격적 마케팅 몸집 과정 부채 판매자 구매자 사이 판매 대금 지급 도산 판매자 VS 구도 개악 양아치 판매자 구매자 환불 책임 전가 오우 설명  용팔이 악질 악질 상상도 어우 단위 형님 다행 티슈 다행 고기 구매 출발 취소 현명 청년 어제 냉면 출발 다행 청년
2024-07-23,251,0,3,과금,,와요 하이  확정 WOW
2024-07-23,54,0,6,,며칠 결제 금액 반영, 결제  혜택 혜택  그전 실적 
2024-07-23,526,3,1,새끼,제이  역대 과금,병신 절반 절반 
2024-07-23,220,0,1,과금,과금,
2024-07-23,202,4,8, 과금 의미   처음,의미 선수 필요,만족 구단 제자리 속가 리얼 구단 인대 구단 은카 달리기 초반 할거 확률  중 거리 확률 몸싸움 확률 구단  은 기분 오버   차이나 이정 차이  
2024-07-23,233,3,5,이벤트,카드 귀속 소용 화,리턴 리트 은카 강화 성공 지리 귀속 매물
2024-07-23,2958,14,31,BWC,안녕 하세 오랜만 선수 BWC   구걸 트렌드 제목  BP 이정 FC 채굴 패스 예정 이적시장 과금 강화 장사 한번  BWC 가격 급여 마지막 퍼즐 BWC 도전  시작 CC 마테 도전 성공 구매 LN 도전 성공 강화 BWC 도전 진행,고수 제목 학원 석사 대충 제목 비추 게시 비추 사보 게시 제목 비추 제자 의도 파악  구단 보존  발악 적정가 사실 문제 사실 매물 급여 완성 이분 복인 갈도 결국 욕구 행동 인간 포기  업그레이드 서버 최고 뮌헨 서버 최고 뮌헨  두가 작년 사용  비추 실패 반동 제목 학원 글쓰기 진이 기라 수비 자리 센터
2024-07-23,230,3,13,과금  하심,동네 따리 구단 후회   INVEN CO KR BOARD FIFAONLINE CATEGORY EC BF ED,메이 스토리 프라임 키보드 중임   YOUTUBE  WATCH MUVXLOFCJIO 한번 계속 프라임 부운 복잡 쪽지 본문 링크  중반 중반
2024-07-23,191,2,6,구단 BP  ,  리스트 선수 사면 다음달 저번 선수 결국  과금 필요 저세상 구단 BP,금카 차익 시세 고점 프로 차이 이용  과금 구단 과금
2024-07-23,246,3,0, BP, 총합 BP  총합 BP  과금 패스 구매,
2024-07-23,210,3,15, 구라,  단위  결제 ,항의 차감 유료 비용     유로 차단 항목   충전 확인  유료 차감  새끼 가격  천원 절대 안감  방지 차감 시작 시스템 유력 선차 업주 입장  대충 
2024-07-23,422,0,8,지단 고민,지단 은카 제마 메리트 지단 제마 모스 포기 나중 수비 보강,토츠 제마 알파 과금 처분 제마 메리트 고민 지단 시즌 금카 비교 인비  사실 메리트 사실 간지   지단 CC 지단 금카  CC 지단  말씀  도움
2024-07-23,846,1,13,커스텀 업데이트 유료 템,유료 대갈 업데이트,  유료 철회 무료 유료 거지 유료 무조건 무료 클래스   구매 무제한 유지 계속 과금 CP SC TC 이벤트 경기
2024-07-23,203,0,3,과금 보통   ,카드 당첨 평균 당첨  , 요새  하루 내외
2024-07-23,1397,3,1,최근 과금 결과물,토츠,
2024-07-23,783,1,16,MMR 치부  시스템,OR 승률 보통  OR 기간 동안 대 경기 경기 상대 제자리 대 선방 사이 후반 극장 결국 승점 패스 미스 딱이 안됨 소유권 승패  과금 하지 필요성  상대 납득 골대 다리, 퍼터 상대 수비 경합 다짐 연패 상대 유효 차이 내도 상황 실력  OR 보통 반복 실력 OR 보통 실력  도로 실력 다라 차면 실력 수직 상승  골대 경기  선수 골대  기억 골대 비율 손해 MMR  유지 평균 회귀 공경 평균적 구간 비등 비등 구간 구간 개발 MMR 상대 실력
2024-07-23,168,1,4,한국 김치 조선 오답 노트 수정,한국 처음  조금 적폐 예전 한국 마지막 수정 평가 주실 부분 말씀 부탁 과금 노력 부탁 선생님,영우 박승 오호  풀백 차이 가격 차이 낭비 시즌 CC 기성 지성 형님 CC 기성 조합 추천 
2024-07-22,203,0,0, 토츠,UT  필요 과금 UT 레비 보강 이벤트 참여 무과금 영입,
2024-07-22,203,0,0, 토츠,UT  필요 과금 UT 레비 보강 이벤트 참여 무과금 영입,
2024-07-22,32,0,2,선생님 부캐 한번 과금,부캐 정은 FC 신규 패배 조금 상황 부캐 정은 멤버쉽 클리어 여름 방학 패스  기대  본캐 한자리 고민 정신 한편 아까 저녁 지인 드래곤 휴가 계획,뮌헨
2024-07-22,955,5,1,오랜만 과금,FC,빠칭코 함정
